  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
         0      0.000           0.000           0.000           0.000           0.000           0.000
         1      0.948           0.956           1.711           1.264           0.910           0.679
         2      0.933           0.940           1.756           1.258           1.064           0.597
         3      0.908           0.913           1.800           1.268           0.976           0.689
         4      1.179           1.186           2.002           1.508           1.055           0.726
         5      1.019           1.006           1.996           1.409           1.350           0.822
         6      1.282           1.273           2.158           1.638           1.177           0.655
         7      1.115           1.123           2.140           1.560           1.237           0.682
         8      1.140           1.137           2.097           1.530           1.099           0.712
         9      1.241           1.231           2.241           1.659           0.996           0.611
        10      1.190           1.198           2.256           1.652           1.216           0.614
        11      1.217           1.220           2.207           1.623           1.109           0.644
        12      1.371           1.365           2.290           1.748           1.081           0.752
        13      1.370           1.378           2.325           1.777           1.365           0.604
        14      1.354           1.356           2.305           1.742           1.276           0.628
        15      1.149           1.138           2.208           1.595           1.619           0.595
        16      1.296           1.291           2.290           1.689           1.009           0.639
        17      1.190           1.180           2.259           1.622           0.929           0.607
        18      1.239           1.238           2.296           1.662           1.437           0.795
        19      1.115           1.103           2.186           1.552           1.737           1.000
        20      1.240           1.258           2.250           1.652           1.846           0.708
        21      1.030           1.046           2.161           1.528           1.714           1.209
        22      1.049           1.055           2.198           1.548           1.505           1.026
        23      1.097           1.101           2.282           1.607           2.035           1.129
        24      1.162           1.161           2.345           1.659           1.521           0.834
        25      1.163           1.170           2.362           1.685           1.255           0.849
        26      1.377           1.372           2.438           1.811           1.322           0.692
        27      1.276           1.273           2.409           1.754           0.994           0.595
        28      1.169           1.181           2.327           1.658           1.426           0.685
        29      1.132           1.124           2.229           1.602           1.140           0.644
        30      1.230           1.235           2.266           1.656           1.157           0.652
        31      1.342           1.341           2.433           1.804           1.677           0.674
        32      1.293           1.285           2.353           1.746           1.395           0.637
        33      1.221           1.224           2.350           1.703           1.274           0.638
        34      1.277           1.275           2.343           1.721           1.450           0.697
        35      1.339           1.335           2.445           1.810           1.431           0.669
        36      1.430           1.416           2.554           1.896           1.447           0.679
        37      1.302           1.312           2.443           1.772           1.268           0.827
        38      1.291           1.278           2.450           1.787           1.226           0.698
        39      1.391           1.398           2.478           1.826           1.769           0.790
        40      1.363           1.364           2.455           1.816           1.865           0.956
        41      1.319           1.325           2.475           1.811           1.488           0.663
        42      1.264           1.273           2.395           1.737           1.088           0.634
        43      1.324           1.321           2.456           1.775           1.090           0.697
        44      1.287           1.287           2.461           1.785           1.324           0.694
        45      1.302           1.299           2.435           1.766           1.595           0.638
        46      1.186           1.197           2.400           1.700           1.252           0.839
        47      1.264           1.272           2.444           1.750           1.203           0.704
        48      1.311           1.319           2.418           1.770           1.328           0.728
        49      1.199           1.236           2.389           1.709           1.686           0.710
        50      1.302           1.329           2.476           1.811           1.156           0.775
        51      1.352           1.355           2.519           1.834           1.211           0.611
        52      1.394           1.435           2.449           1.830           1.285           0.693
        53      1.233           1.253           2.371           1.722           1.236           0.655
        54      1.263           1.286           2.388           1.752           1.258           0.703
        55      1.191           1.209           2.395           1.717           1.204           0.779
        56      1.297           1.325           2.427           1.785           1.204           0.683
        57      1.290           1.330           2.362           1.747           1.017           0.680
        58      1.328           1.337           2.431           1.776           0.902           0.623
        59      1.209           1.227           2.382           1.737           1.019           0.599
        60      1.198           1.204           2.443           1.757           1.150           0.804
        61      1.211           1.221           2.410           1.724           1.602           0.695
        62      1.286           1.269           2.530           1.828           1.249           0.689
        63      1.191           1.194           2.410           1.715           1.569           0.836
        64      1.142           1.160           2.370           1.663           1.218           0.618
        65      1.266           1.259           2.477           1.781           1.405           0.798
        66      1.325           1.319           2.449           1.770           1.070           0.671
        67      1.282           1.274           2.484           1.805           1.032           0.650
        68      1.257           1.266           2.457           1.788           1.237           0.595
        69      1.337           1.353           2.562           1.863           1.596           0.908
        70      1.192           1.188           2.373           1.684           1.475           0.841
        71      1.402           1.405           2.595           1.925           1.502           0.797
        72      1.213           1.220           2.497           1.786           1.622           0.734
        73      1.348           1.349           2.563           1.877           2.306           1.101
        74      1.319           1.324           2.553           1.870           1.786           1.180
        75      1.328           1.347           2.521           1.865           1.947           1.096
        76      1.300           1.313           2.564           1.851           1.727           1.072
        77      1.308           1.317           2.544           1.837           1.929           1.085
        78      1.265           1.265           2.526           1.822           2.013           1.259
        79      1.213           1.214           2.420           1.724           1.633           1.107
        80      1.385           1.391           2.510           1.847           1.951           1.195
        81      1.263           1.269           2.505           1.794           1.752           1.100
        82      1.174           1.180           2.372           1.676           1.926           1.102
        83      1.234           1.229           2.462           1.759           1.971           1.224
        84      1.086           1.125           2.384           1.683           2.089           0.972
        85      1.174           1.169           2.446           1.736           1.877           1.130
        86      1.058           1.061           2.414           1.681           2.096           1.158
        87      1.156           1.160           2.476           1.741           1.946           1.125
        88      1.249           1.248           2.457           1.759           2.064           1.124
        89      1.216           1.218           2.417           1.737           1.812           1.076
        90      1.269           1.270           2.455           1.771           1.734           1.043
        91      1.301           1.291           2.490           1.843           1.590           0.908
        92      1.229           1.238           2.418           1.756           2.049           1.010
        93      1.286           1.306           2.443           1.787           2.010           1.089
        94      1.244           1.232           2.473           1.788           1.728           1.026
        95      1.256           1.259           2.470           1.780           1.895           1.167
        96      1.228           1.240           2.451           1.771           1.916           1.341
        97      1.103           1.103           2.393           1.679           1.542           1.119
        98      1.249           1.235           2.410           1.751           1.381           0.990
        99      1.198           1.202           2.456           1.766           1.533           1.132
       100      1.343           1.342           2.603           1.928           1.688           1.128
       101      1.359           1.344           2.518           1.857           1.502           1.149
       102      1.249           1.246           2.467           1.791           1.661           1.211
       103      1.229           1.223           2.433           1.754           1.542           0.986
       104      1.268           1.257           2.514           1.802           1.848           1.024
       105      1.319           1.307           2.535           1.849           1.539           0.969
       106      1.279           1.281           2.513           1.836           1.604           1.101
       107      1.388           1.378           2.665           1.965           1.954           0.997
       108      1.269           1.281           2.598           1.876           1.725           1.040
       109      1.316           1.329           2.566           1.867           1.695           0.872
       110      1.251           1.261           2.564           1.821           1.828           0.969
       111      1.366           1.359           2.577           1.888           1.730           1.049
       112      1.320           1.317           2.654           1.930           1.484           0.944
       113      1.287           1.277           2.579           1.878           1.735           0.965
       114      1.359           1.361           2.694           1.977           1.908           0.975
       115      1.235           1.239           2.614           1.876           1.842           0.981
       116      1.322           1.322           2.731           1.993           1.912           0.931
       117      1.235           1.238           2.619           1.890           1.619           0.942
       118      1.227           1.232           2.565           1.839           1.734           0.978
       119      1.325           1.320           2.610           1.907           1.630           0.944
       120      1.400           1.389           2.655           1.977           2.025           0.945
       121      1.294           1.287           2.569           1.866           1.831           1.064
       122      1.330           1.331           2.554           1.886           1.649           0.973
       123      1.414           1.410           2.592           1.942           1.641           0.837
       124      1.304           1.294           2.529           1.837           1.718           1.057
       125      1.259           1.255           2.594           1.875           1.775           1.095
       126      1.495           1.505           2.668           2.021           2.057           1.121
       127      1.443           1.452           2.664           1.984           1.709           1.084
       128      1.318           1.305           2.592           1.880           1.969           1.067
       129      1.331           1.320           2.584           1.887           2.069           0.922
       130      1.278           1.275           2.614           1.897           1.815           0.912
       131      1.278           1.273           2.606           1.878           1.774           1.043
       132      1.311           1.300           2.627           1.905           1.509           0.878
       133      1.382           1.384           2.622           1.939           1.642           0.864
       134      1.401           1.402           2.755           2.016           1.895           0.930
       135      1.267           1.284           2.616           1.891           2.004           0.962
       136      1.192           1.192           2.553           1.816           1.348           0.785
       137      1.187           1.185           2.524           1.801           1.743           1.042
       138      1.236           1.233           2.574           1.846           1.317           1.041
       139      1.241           1.251           2.563           1.850           1.920           0.994
       140      1.168           1.159           2.525           1.789           1.595           1.056
       141      1.130           1.140           2.529           1.783           1.466           0.963
       142      1.131           1.138           2.417           1.708           1.807           0.988
       143      1.357           1.342           2.618           1.929           1.715           0.987
       144      1.315           1.301           2.635           1.937           1.888           1.082
       145      1.250           1.249           2.612           1.896           1.975           1.234
       146      1.300           1.305           2.570           1.888           2.051           1.174
       147      1.280           1.277           2.549           1.850           1.932           1.057
       148      1.244           1.264           2.517           1.813           1.951           1.093
       149      1.376           1.361           2.571           1.913           1.776           0.986
       150      1.300           1.312           2.489           1.834           1.847           1.140
       151      1.272           1.278           2.492           1.814           1.736           1.001
       152      1.392           1.394           2.552           1.901           2.187           0.959
       153      1.179           1.183           2.443           1.757           1.740           1.038
       154      1.335           1.332           2.611           1.937           1.859           1.022
       155      1.169           1.164           2.476           1.775           1.832           0.957
       156      1.281           1.276           2.494           1.841           1.773           1.061
       157      1.203           1.209           2.456           1.766           2.150           1.083
       158      1.109           1.133           2.458           1.760           1.708           1.067
       159      1.144           1.158           2.460           1.760           2.025           1.271
       160      1.090           1.089           2.390           1.722           1.732           1.027
       161      1.159           1.172           2.451           1.751           1.997           1.179
       162      1.200           1.202           2.420           1.740           2.114           1.105
       163      1.236           1.241           2.383           1.761           1.845           1.139
       164      1.395           1.394           2.523           1.911           2.228           1.286
       165      1.287           1.288           2.469           1.828           1.599           1.027
       166      1.332           1.334           2.520           1.875           1.994           0.979
       167      1.297           1.312           2.437           1.834           2.090           1.071
       168      1.471           1.461           2.543           1.935           1.563           0.798
       169      1.271           1.255           2.443           1.810           1.483           0.864
       170      1.058           1.069           2.208           1.557           1.591           0.898
       171      1.308           1.330           2.416           1.796           1.944           1.118
       172      1.308           1.325           2.507           1.836           1.989           1.060
       173      1.360           1.353           2.513           1.871           1.374           0.892
       174      1.284           1.306           2.495           1.851           2.218           1.186
       175      1.364           1.368           2.513           1.868           1.881           1.060
       176      1.452           1.455           2.530           1.910           1.796           0.984
       177      1.348           1.352           2.513           1.851           2.152           1.042
       178      1.489           1.499           2.499           1.909           2.154           1.095
       179      1.292           1.305           2.450           1.807           2.106           1.067
       180      1.296           1.304           2.375           1.757           1.774           1.075
       181      1.236           1.242           2.361           1.706           2.230           1.248
       182      1.246           1.260           2.397           1.759           2.131           1.129
       183      1.212           1.224           2.408           1.743           2.208           1.097
       184      1.113           1.127           2.374           1.678           1.933           1.102
       185      1.319           1.340           2.406           1.809           2.216           1.249
       186      1.160           1.199           2.357           1.711           2.124           1.001
       187      1.390           1.410           2.464           1.852           2.243           1.102
       188      1.167           1.213           2.359           1.699           1.949           1.041
       189      1.383           1.397           2.501           1.871           2.134           1.155
       190      1.190           1.187           2.398           1.738           2.100           1.104
       191      1.255           1.251           2.490           1.810           1.979           1.087
       192      1.294           1.299           2.500           1.858           2.175           1.046
       193      1.236           1.264           2.385           1.776           1.920           1.037
       194      1.178           1.220           2.356           1.732           2.383           1.124
       195      1.358           1.390           2.524           1.887           2.031           1.109
       196      1.213           1.228           2.424           1.773           2.166           1.042
       197      1.420           1.434           2.590           1.958           2.039           0.966
       198      1.549           1.563           2.690           2.092           1.602           1.001
       199      1.553           1.557           2.797           2.169           1.448           0.953
       200      1.404           1.410           2.673           2.030           1.674           0.954
       201      1.295           1.326           2.619           1.960           1.400           0.925
       202      1.445           1.451           2.689           2.042           1.771           0.948
       203      1.434           1.448           2.603           1.973           1.769           0.947
       204      1.419           1.430           2.678           2.025           2.183           1.004
       205      1.465           1.464           2.699           2.044           2.068           1.010
       206      1.400           1.431           2.614           1.986           1.895           0.928
       207      1.481           1.504           2.741           2.082           1.808           0.850
       208      1.386           1.400           2.593           1.954           1.662           1.026
       209      1.289           1.311           2.544           1.904           1.451           0.896
       210      1.267           1.304           2.434           1.817           1.569           0.872
       211      1.292           1.302           2.495           1.866           1.773           1.078
       212      1.304           1.311           2.536           1.885           1.572           0.903
       213      1.401           1.412           2.608           1.969           1.951           1.150
       214      1.224           1.259           2.470           1.826           1.493           0.980
       215      1.418           1.429           2.626           1.980           1.484           0.981
       216      1.396           1.416           2.597           1.955           1.892           1.066
       217      1.431           1.446           2.585           1.972           1.610           1.042
       218      1.469           1.465           2.655           2.016           1.980           1.275
       219      1.218           1.218           2.603           1.899           1.399           1.039
       220      1.298           1.310           2.573           1.918           1.771           1.114
       221      1.407           1.401           2.708           2.037           1.882           1.424
       222      1.196           1.201           2.557           1.863           1.690           1.295
       223      1.255           1.245           2.560           1.881           1.591           1.023
       224      1.326           1.331           2.600           1.943           1.645           1.097
       225      1.374           1.386           2.606           1.935           1.795           1.068
       226      1.371           1.380           2.618           1.962           1.952           1.250
       227      1.479           1.484           2.668           2.021           1.730           1.202
       228      1.495           1.510           2.702           2.018           1.812           1.009
       229      1.293           1.323           2.521           1.850           1.917           1.002
       230      1.365           1.365           2.685           1.995           1.654           1.162
       231      1.253           1.254           2.566           1.854           1.874           1.051
       232      1.192           1.209           2.534           1.814           1.804           1.236
       233      1.223           1.228           2.394           1.737           1.775           1.118
       234      1.267           1.269           2.551           1.846           1.691           1.027
       235      1.264           1.282           2.576           1.854           1.738           1.028
       236      1.410           1.405           2.641           1.949           0.925           0.701
       237      1.502           1.510           2.701           2.015           1.680           0.982
       238      1.505           1.491           2.790           2.069           1.223           0.719
       239      1.464           1.459           2.614           1.986           1.275           0.684
       240      1.511           1.517           2.694           2.045           1.616           1.009
       241      1.499           1.506           2.723           2.043           1.528           0.911
       242      1.351           1.352           2.620           1.914           1.768           1.245
       243      1.445           1.444           2.631           1.985           1.860           1.399
       244      1.187           1.194           2.519           1.794           1.961           1.133
       245      1.235           1.228           2.500           1.802           1.885           1.019
       246      1.281           1.293           2.568           1.878           1.613           1.132
       247      1.218           1.234           2.541           1.850           2.235           1.288
       248      1.132           1.130           2.459           1.759           1.935           1.196
       249      1.280           1.280           2.478           1.822           1.825           1.068
       250      1.303           1.293           2.595           1.897           1.765           1.071
       251      1.178           1.180           2.463           1.768           2.185           1.192
       252      1.388           1.380           2.658           1.969           2.319           1.062
       253      1.363           1.362           2.663           1.947           2.395           1.206
       254      1.326           1.332           2.612           1.907           2.074           1.129
       255      1.485           1.487           2.742           2.044           2.073           1.230
       256      1.219           1.218           2.591           1.867           1.959           1.071
       257      1.373           1.360           2.681           1.987           1.828           1.082
       258      1.488           1.477           2.763           2.085           2.018           0.925
       259      1.380           1.371           2.680           2.011           1.914           0.943
       260      1.395           1.375           2.714           2.026           1.946           1.141
       261      1.138           1.148           2.412           1.730           1.886           1.051
       262      1.264           1.273           2.574           1.885           2.088           1.111
       263      1.423           1.429           2.741           2.055           1.952           1.128
       264      1.141           1.162           2.540           1.803           1.857           1.218
       265      1.154           1.173           2.552           1.835           1.669           1.107
       266      1.115           1.128           2.411           1.728           1.778           1.140
       267      1.077           1.099           2.422           1.710           1.748           1.011
       268      1.159           1.170           2.418           1.728           1.790           1.083
       269      1.300           1.302           2.572           1.853           2.116           1.166
       270      1.224           1.239           2.484           1.772           1.889           1.166
       271      1.162           1.183           2.513           1.783           2.037           1.119
       272      1.163           1.189           2.458           1.737           2.002           1.103
       273      1.190           1.216           2.520           1.786           1.770           1.135
       274      1.157           1.198           2.442           1.732           1.811           1.149
       275      1.161           1.186           2.440           1.725           1.926           1.146
       276      1.164           1.193           2.398           1.711           1.961           1.109
       277      1.152           1.176           2.460           1.750           2.027           1.262
       278      1.253           1.264           2.520           1.806           1.660           1.184
       279      1.119           1.139           2.500           1.775           1.622           0.946
       280      1.133           1.140           2.516           1.778           1.775           1.010
       281      1.243           1.277           2.500           1.831           1.429           0.996
       282      1.264           1.263           2.639           1.913           1.628           1.153
       283      1.120           1.146           2.459           1.742           1.839           1.198
       284      1.161           1.212           2.414           1.748           1.876           1.094
       285      1.152           1.195           2.465           1.775           1.908           1.159
       286      1.086           1.101           2.461           1.732           2.064           1.078
       287      1.296           1.306           2.583           1.904           2.212           1.048
       288      1.161           1.166           2.454           1.754           1.975           1.059
       289      1.153           1.186           2.462           1.742           1.896           1.134
       290      1.216           1.240           2.560           1.840           2.244           1.164
       291      1.224           1.245           2.537           1.807           2.040           1.229
       292      1.198           1.231           2.511           1.788           1.816           1.094
       293      1.319           1.329           2.592           1.889           1.965           1.077
       294      1.282           1.300           2.673           1.927           1.672           1.105
       295      1.427           1.452           2.735           2.014           1.788           1.063
